Date,Distributor_ID,SKU_ID,Primary_Billing_Value,Secondary_Sales_Value,Inventory_Units,Inventory_Days,Credit_Outstanding,Credit_Days,Scheme_Active,Competitor_Price_Index
2026-01-02,D054,SKU03,57369.06,55663.66,217,13,523989.67,22,Yes,0.42
2026-01-02,D055,SKU34,44140.31,41599.53,643,22,364250.5,27,Yes,0.54
2026-01-02,D055,SKU21,46227.6,47973.63,285,14,244487.75,27,Yes,0.52
2026-01-02,D055,SKU08,42141.04,38971.95,244,18,517942.2,26,No,0.35
2026-01-02,D056,SKU42,68839.38,65242.2,612,16,230021.11,30,Yes,0.34
2026-01-02,D056,SKU39,78419.34,67650.97,504,20,276331.9,28,Yes,0.5
2026-01-02,D057,SKU04,57352.81,49821.53,773,25,212989.19,30,Yes,0.31
2026-01-02,D057,SKU53,42073.76,38171.41,710,16,331401.19,30,No,0.49
2026-01-02,D057,SKU44,50120.99,48051.61,199,22,330044.76,25,Yes,0.53
2026-01-02,D058,SKU09,35674.36,36216.36,202,12,159502.06,29,Yes,0.54
2026-01-02,D059,SKU55,42465.99,39423.1,273,19,198515.72,29,Yes,0.3
2026-01-02,D060,SKU67,83353.3,87137.71,683,17,263302.33,31,Yes,0.51
2026-01-02,D061,SKU50,50822.51,49056.78,418,24,177464.45,25,Yes,0.53
2026-01-02,D061,SKU64,38552.62,39935.47,234,19,275470.13,30,No,0.44
2026-01-02,D061,SKU29,40842.87,35828.81,292,19,209725.98,23,Yes,0.45
2026-01-02,D062,SKU09,44351.35,43256.92,266,12,380558.44,26,Yes,0.35
2026-01-02,D062,SKU32,64647.52,61396.49,399,13,233319.54,26,Yes,0.32
2026-01-02,D063,SKU34,66902.34,62734.22,563,17,461807.23,31,Yes,0.34
2026-01-02,D064,SKU25,31753.79,31603.51,414,15,168793.49,25,Yes,0.36
2026-01-02,D064,SKU60,44336.97,41600.89,716,16,267430.14,32,Yes,0.53
2026-01-02,D065,SKU23,47268.47,47593.51,555,17,198312.96,24,Yes,0.48
2026-01-02,D065,SKU27,55763.22,48160.68,346,19,136959.03,32,No,0.32
2026-01-02,D066,SKU42,37180.86,35246.41,454,17,230050.89,25,Yes,0.31
2026-01-02,D067,SKU70,36677.11,38316.77,547,21,277421.26,31,Yes,0.33
2026-01-02,D068,SKU70,41096.94,35648.98,660,17,387541.48,25,Yes,0.37
2026-01-02,D068,SKU32,39910.8,34149.16,321,23,236459.99,31,Yes,0.55
2026-01-02,D069,SKU13,48635.11,47028.79,500,13,153523.47,29,Yes,0.52
2026-01-02,D069,SKU56,35235.0,36675.54,782,25,215456.19,26,Yes,0.44
2026-01-02,D070,SKU37,45729.57,39151.92,364,16,424842.38,30,Yes,0.47
2026-01-02,D070,SKU50,41587.61,39835.83,351,15,444960.4,30,Yes,0.33
2026-01-02,D070,SKU11,42545.43,39517.16,765,18,327271.92,27,Yes,0.44
2026-01-02,D071,SKU27,38845.69,38761.59,387,25,287970.75,29,Yes,0.32
2026-01-02,D072,SKU38,72490.2,71523.05,824,19,159401.1,32,No,0.34
2026-01-02,D072,SKU41,65164.6,68100.09,274,15,175243.35,26,Yes,0.51
2026-01-02,D073,SKU51,44075.73,41288.43,654,21,254057.52,28,Yes,0.44
2026-01-02,D074,SKU15,47282.51,47760.52,632,12,186212.68,27,Yes,0.31
2026-01-02,D075,SKU48,28396.0,29781.93,303,19,236989.88,25,Yes,0.34
2026-01-02,D075,SKU52,34757.42,33452.56,686,21,313270.28,24,No,0.46
2026-01-02,D075,SKU16,23683.94,20526.96,327,18,371049.32,24,Yes,0.54
2026-01-02,D076,SKU35,27760.07,26337.04,809,21,301189.71,25,Yes,0.45
2026-01-02,D076,SKU38,35988.1,37025.17,552,24,217868.84,26,Yes,0.46
2026-01-02,D077,SKU26,79441.51,73970.64,443,25,382187.07,31,Yes,0.44
2026-01-02,D077,SKU05,72873.31,65705.19,679,12,309987.27,23,Yes,0.53
2026-01-02,D078,SKU28,40964.21,39041.65,519,17,221920.36,29,No,0.39
2026-01-02,D078,SKU05,32535.61,29095.46,444,21,210321.46,25,Yes,0.44
2026-01-02,D078,SKU60,34424.59,31615.31,345,19,258260.61,23,Yes,0.44
2026-01-02,D079,SKU53,42003.09,39038.38,665,23,411273.0,31,Yes,0.44
2026-01-02,D079,SKU43,49187.72,44018.8,567,17,459259.23,24,Yes,0.52
2026-01-02,D080,SKU29,41025.59,37358.64,249,17,205220.01,22,Yes,0.33
2026-01-02,D080,SKU33,37486.06,35034.7,365,18,111747.47,22,No,0.39
2026-01-02,D080,SKU16,52270.46,48245.48,282,24,151881.11,23,Yes,0.43
2026-01-02,D081,SKU28,33455.02,32691.43,261,13,306614.63,27,Yes,0.47
2026-01-02,D081,SKU29,39618.08,35349.25,622,13,293430.39,31,Yes,0.46
2026-01-02,D081,SKU47,36621.19,35829.3,742,16,177804.9,26,Yes,0.45
2026-01-02,D082,SKU09,29883.62,26527.81,738,13,295515.71,24,Yes,0.39
2026-01-02,D082,SKU38,29504.75,26644.82,453,12,232632.36,22,Yes,0.42
2026-01-02,D082,SKU69,32812.38,29050.71,857,20,220331.22,24,Yes,0.54
2026-01-02,D083,SKU04,58638.16,52018.11,748,25,323354.51,26,Yes,0.35
2026-01-02,D084,SKU22,41884.65,39504.03,780,21,363240.12,22,Yes,0.31
2026-01-02,D084,SKU52,39259.47,34983.88,694,25,340844.94,28,Yes,0.53
2026-01-02,D085,SKU50,36168.03,33427.83,409,13,382908.66,22,Yes,0.52
2026-01-02,D086,SKU43,35959.42,34170.91,779,13,412515.32,29,Yes,0.32
2026-01-02,D086,SKU15,60535.85,60684.36,681,22,382667.92,25,Yes,0.35
2026-01-02,D087,SKU13,50651.04,52050.11,565,17,508092.42,28,No,0.41
2026-01-02,D087,SKU31,72709.35,75340.82,336,14,491188.29,23,Yes,0.44
2026-01-02,D088,SKU30,50048.09,43986.07,778,14,380137.76,24,No,0.53
2026-01-02,D088,SKU49,37073.68,31616.1,382,24,199430.26,23,Yes,0.54
2026-01-02,D088,SKU67,31981.64,33123.62,589,25,377209.75,26,No,0.39
2026-01-02,D089,SKU29,51376.48,53598.09,249,22,247701.92,32,Yes,0.31
2026-01-02,D089,SKU63,64590.14,59800.93,438,25,165269.21,22,No,0.38
2026-01-02,D090,SKU21,33120.17,30265.84,500,24,448742.3,23,Yes,0.48
2026-01-02,D090,SKU62,30314.9,30350.35,675,21,373349.3,25,Yes,0.42
2026-01-02,D091,SKU42,64221.95,63300.13,507,22,218880.67,31,Yes,0.51
2026-01-02,D092,SKU41,25197.53,24892.82,744,18,396650.67,26,No,0.49
2026-01-02,D092,SKU70,19800.88,19334.89,442,14,517875.35,25,Yes,0.3
2026-01-02,D093,SKU38,38091.23,35658.73,266,23,362413.83,31,Yes,0.5
2026-01-02,D093,SKU07,59064.35,55596.63,368,17,412923.98,24,Yes,0.45
2026-01-02,D093,SKU49,46628.99,48846.18,764,14,323387.43,32,Yes,0.5
2026-01-02,D094,SKU26,31853.13,32108.65,332,14,313140.98,28,Yes,0.32
2026-01-02,D094,SKU56,19926.75,20847.56,433,19,342790.74,31,Yes,0.5
2026-01-02,D095,SKU47,56273.97,52668.85,843,17,141545.93,24,Yes,0.42
2026-01-02,D095,SKU60,46616.88,40949.04,558,14,184733.52,31,Yes,0.46
2026-01-02,D095,SKU53,51381.1,53055.77,477,16,164653.58,26,Yes,0.34
2026-01-02,D096,SKU44,59257.11,50672.14,497,24,483432.16,32,Yes,0.51
2026-01-02,D096,SKU65,52207.86,54562.41,713,18,240414.5,30,No,0.52
2026-01-02,D097,SKU11,25501.11,23843.0,284,16,197868.38,25,Yes,0.49
2026-01-02,D098,SKU57,62888.28,55826.41,444,12,216062.52,31,Yes,0.48
2026-01-02,D098,SKU55,65491.37,60272.79,232,17,188147.63,30,Yes,0.52
2026-01-02,D099,SKU58,27497.53,23622.35,510,17,249129.01,27,Yes,0.51
2026-01-02,D100,SKU14,66718.2,57868.29,267,24,107161.25,32,Yes,0.51
2026-01-02,D100,SKU06,67412.67,57737.01,394,24,140481.57,29,Yes,0.32
2026-01-02,D100,SKU34,65967.6,66256.88,251,14,110510.85,27,Yes,0.54
2026-01-02,D101,SKU30,26723.61,24183.79,362,12,412401.62,26,Yes,0.52
2026-01-02,D101,SKU58,33921.7,31226.75,462,19,252123.27,24,No,0.46
2026-01-02,D101,SKU44,41666.6,36729.13,396,23,380153.29,28,Yes,0.46
2026-01-02,D102,SKU26,68778.23,61144.43,431,14,437190.63,25,Yes,0.35
2026-01-02,D103,SKU04,43652.79,44551.98,262,20,255913.41,22,No,0.33
2026-01-02,D103,SKU02,29592.6,30089.26,497,17,215091.44,32,Yes,0.52
2026-01-02,D104,SKU26,68186.98,62598.85,717,19,197623.78,25,Yes,0.42
2026-01-02,D104,SKU29,72400.74,72808.96,844,15,249648.12,31,Yes,0.43
2026-01-02,D104,SKU17,67017.46,57287.41,689,25,127608.67,31,Yes,0.44
2026-01-02,D105,SKU32,80246.02,71402.91,290,21,293999.15,32,Yes,0.46
2026-01-02,D105,SKU09,83854.76,87021.45,488,23,523144.5,29,Yes,0.37
2026-01-02,D106,SKU65,46231.66,43412.75,270,13,135421.79,29,Yes,0.35
2026-01-02,D107,SKU26,52995.94,54328.66,660,12,185748.94,25,Yes,0.42
2026-01-02,D107,SKU30,58432.23,55251.22,639,14,388039.62,27,Yes,0.54
2026-01-02,D108,SKU33,71874.57,67159.42,705,25,178201.1,28,No,0.44
2026-01-02,D108,SKU02,52664.56,45708.52,364,17,130911.19,30,Yes,0.31
2026-01-02,D108,SKU20,85232.52,73531.7,371,15,254855.29,25,No,0.47
2026-01-02,D109,SKU68,51702.51,46527.41,795,12,349860.19,27,Yes,0.52
2026-01-02,D110,SKU04,38541.93,36685.95,206,23,207265.01,30,Yes,0.53
2026-01-02,D111,SKU41,60786.52,57856.57,374,22,272257.31,26,Yes,0.54
2026-01-02,D111,SKU33,62581.69,57777.23,762,14,329422.85,30,Yes,0.45
2026-01-02,D111,SKU45,56490.68,50177.01,387,24,191635.15,23,No,0.39
2026-01-02,D112,SKU62,48932.58,44169.26,722,20,191602.12,25,No,0.34
2026-01-02,D112,SKU36,64165.04,57385.79,630,15,177023.57,28,Yes,0.39
2026-01-02,D113,SKU09,32755.7,33600.14,753,17,234773.38,24,No,0.51
2026-01-02,D113,SKU58,40280.27,35889.5,646,14,246972.2,22,No,0.42
2026-01-02,D114,SKU38,34318.05,31222.09,216,20,188394.41,26,No,0.34
2026-01-02,D114,SKU58,28672.16,24816.59,629,16,176855.81,32,No,0.52
2026-01-02,D115,SKU24,58380.39,60297.68,357,19,140890.4,31,Yes,0.42
2026-01-02,D115,SKU07,53702.48,50783.9,404,22,103627.77,28,Yes,0.42
2026-01-02,D115,SKU55,69630.03,68868.25,387,21,100337.36,27,Yes,0.47
2026-01-02,D116,SKU31,83822.29,87391.36,231,12,164416.4,27,Yes,0.45
2026-01-02,D117,SKU15,49573.11,50726.03,728,13,189593.2,31,Yes,0.53
2026-01-02,D118,SKU11,36370.6,37647.55,465,23,153618.3,24,No,0.54
2026-01-02,D118,SKU46,24645.38,23572.0,384,15,207331.13,22,No,0.45
2026-01-02,D118,SKU16,33052.93,30713.36,628,12,177420.7,29,No,0.49
2026-01-02,D119,SKU62,34729.62,31564.95,518,12,207862.86,24,Yes,0.36
2026-01-02,D120,SKU58,35987.79,33792.85,430,12,223258.63,25,Yes,0.39
2026-01-02,D120,SKU19,34192.12,34321.19,329,25,226086.05,32,Yes,0.44
2026-01-02,D120,SKU04,31762.98,27575.22,656,17,239561.95,25,Yes,0.48
2026-01-03,D001,SKU12,26865.12,25394.54,832,14,418184.26,30,No,0.52
2026-01-03,D001,SKU48,37942.59,32781.73,288,25,345135.67,28,Yes,0.39
2026-01-03,D002,SKU17,38383.93,32866.17,340,18,208236.2,28,Yes,0.39
2026-01-03,D003,SKU57,31803.42,33193.46,657,23,162930.91,32,Yes,0.45
2026-01-03,D003,SKU70,41504.74,36811.17,447,15,248390.81,22,Yes,0.33
2026-01-03,D003,SKU35,48942.86,46531.1,440,16,180289.42,23,Yes,0.33
2026-01-03,D004,SKU43,25860.48,23400.88,309,18,130198.27,28,Yes,0.53
2026-01-03,D004,SKU26,28065.4,28433.24,679,12,239452.84,22,Yes,0.32
2026-01-03,D005,SKU53,56862.94,54734.53,487,24,246992.97,27,Yes,0.32
2026-01-03,D005,SKU39,82525.58,81402.84,302,17,418381.58,32,No,0.44
2026-01-03,D006,SKU25,55385.91,50548.44,521,14,223856.54,31,Yes,0.45
2026-01-03,D006,SKU14,43563.47,42787.71,389,20,117506.76,22,Yes,0.5
2026-01-03,D007,SKU35,32072.34,32572.93,303,13,144078.7,27,No,0.3
2026-01-03,D007,SKU12,34370.42,30710.08,203,22,154643.63,31,Yes,0.36
2026-01-03,D008,SKU08,39400.7,37216.89,729,23,208803.38,28,No,0.46
2026-01-03,D008,SKU31,35434.91,35563.26,428,13,124640.11,27,Yes,0.34
2026-01-03,D009,SKU43,63027.08,59757.67,521,17,236521.88,24,Yes,0.43
2026-01-03,D009,SKU66,55398.92,52027.35,374,14,187396.43,32,Yes,0.48
2026-01-03,D009,SKU44,63790.05,56526.75,735,12,267301.01,27,Yes,0.49
2026-01-03,D010,SKU28,30382.28,28852.15,438,19,375920.69,32,Yes,0.33
2026-01-03,D010,SKU63,29713.72,27564.46,509,15,295535.68,27,Yes,0.49
2026-01-03,D010,SKU44,31220.05,26948.96,252,23,331854.57,26,Yes,0.36
2026-01-03,D011,SKU22,45950.76,40844.79,369,17,271679.5,32,No,0.31
2026-01-03,D011,SKU09,46128.82,40899.91,551,12,291216.08,23,No,0.51
2026-01-03,D012,SKU12,87157.73,88607.84,384,25,215078.46,27,Yes,0.49
2026-01-03,D012,SKU47,46272.9,41665.81,612,25,285512.27,24,Yes,0.51
2026-01-03,D013,SKU02,38359.13,36763.05,769,20,181852.17,30,No,0.46
2026-01-03,D013,SKU37,26428.02,23161.57,215,15,241650.12,23,Yes,0.39
2026-01-03,D013,SKU04,52894.98,49518.51,472,20,260233.72,31,No,0.42
2026-01-03,D014,SKU56,54711.76,49403.49,204,16,361663.73,27,Yes,0.54
2026-01-03,D015,SKU20,27432.55,25905.69,715,12,373242.83,31,Yes,0.3
2026-01-03,D015,SKU33,31552.22,30633.64,819,18,224600.45,23,Yes,0.33
2026-01-03,D015,SKU25,24366.37,23470.7,482,25,310545.65,24,No,0.35
2026-01-03,D016,SKU69,38920.86,36442.15,578,23,406480.89,27,Yes,0.34
2026-01-03,D017,SKU01,59226.41,51848.64,610,21,331861.13,24,No,0.37
2026-01-03,D017,SKU10,46615.44,43909.61,597,21,266037.72,28,Yes,0.4
2026-01-03,D018,SKU70,35637.6,35386.1,757,21,269542.25,31,Yes,0.47
2026-01-03,D018,SKU22,50206.41,44795.6,294,13,200789.46,32,No,0.47
2026-01-03,D019,SKU08,37514.44,37949.82,727,15,156119.71,22,Yes,0.44
2026-01-03,D019,SKU68,37506.7,36386.8,531,19,202811.83,28,Yes,0.33
2026-01-03,D020,SKU62,64719.46,61697.09,465,17,458444.53,32,No,0.36
2026-01-03,D020,SKU61,47211.04,44041.37,646,12,279531.87,30,Yes,0.46
2026-01-03,D021,SKU66,25440.04,25648.64,742,21,211990.43,29,Yes,0.52
2026-01-03,D021,SKU31,29595.37,30604.13,233,24,210692.88,23,Yes,0.37
2026-01-03,D022,SKU56,26411.93,22955.41,397,14,241069.34,23,Yes,0.42
2026-01-03,D022,SKU50,28829.01,27539.02,404,18,340941.29,30,Yes,0.52
2026-01-03,D022,SKU19,31408.76,32201.55,523,12,237791.06,22,Yes,0.54
2026-01-03,D023,SKU63,61913.75,60786.04,474,19,251721.17,28,Yes,0.31
2026-01-03,D024,SKU50,49883.82,47457.84,367,22,260502.22,30,Yes,0.4
2026-01-03,D025,SKU06,22140.56,21018.9,841,21,342723.61,25,No,0.39
2026-01-03,D025,SKU03,21469.09,21377.59,650,16,501771.11,28,Yes,0.49
2026-01-03,D025,SKU60,26145.38,26777.83,337,23,431123.97,25,Yes,0.33
2026-01-03,D026,SKU58,48002.36,49400.01,692,21,323984.09,31,No,0.35
2026-01-03,D026,SKU60,49240.35,49815.41,305,22,439106.63,27,Yes,0.47
2026-01-03,D026,SKU22,62291.11,65242.93,252,24,448958.48,25,Yes,0.52
2026-01-03,D027,SKU26,39951.16,38962.14,623,23,190198.03,30,Yes,0.42
2026-01-03,D027,SKU01,24172.58,22958.99,540,25,397965.03,24,Yes,0.38
2026-01-03,D027,SKU13,32439.24,32541.58,771,25,183738.19,31,Yes,0.48
2026-01-03,D028,SKU09,51362.77,43710.6,313,20,406033.64,26,Yes,0.4
2026-01-03,D028,SKU02,47524.41,44076.4,771,19,464644.92,28,Yes,0.39
2026-01-03,D028,SKU15,42234.25,36323.6,256,23,367228.94,31,No,0.47
2026-01-03,D029,SKU11,63995.78,60902.17,682,15,198870.11,29,Yes,0.42
2026-01-03,D030,SKU19,40460.89,37672.09,847,21,182835.17,32,Yes,0.3
2026-01-03,D030,SKU61,36616.14,36997.9,470,17,261724.83,29,Yes,0.43
2026-01-03,D030,SKU48,47956.13,45307.15,442,25,252933.18,26,Yes,0.33
2026-01-03,D031,SKU64,47570.69,45377.61,712,18,268285.38,31,Yes,0.44
2026-01-03,D032,SKU03,40435.29,40885.78,684,14,371431.71,28,Yes,0.45
2026-01-03,D033,SKU43,39761.61,38750.99,520,22,117781.58,25,Yes,0.37
2026-01-03,D033,SKU30,45475.11,40951.56,697,25,180324.9,27,Yes,0.37
2026-01-03,D034,SKU04,42970.41,37238.89,646,12,444962.96,26,Yes,0.3
2026-01-03,D035,SKU29,46772.76,46461.28,695,15,205155.72,31,Yes,0.42
2026-01-03,D035,SKU17,33399.99,29590.71,835,23,154626.41,22,Yes,0.53
2026-01-03,D035,SKU49,43742.61,37686.18,763,18,205033.1,27,Yes,0.45
2026-01-03,D036,SKU67,40864.79,34869.02,684,20,407390.81,25,Yes,0.45
2026-01-03,D036,SKU11,38491.13,38251.13,717,17,374929.56,28,Yes,0.36
2026-01-03,D037,SKU53,51950.23,49239.71,257,18,230530.74,29,Yes,0.48
2026-01-03,D037,SKU65,44125.99,44484.58,409,16,185270.42,32,No,0.42
2026-01-03,D037,SKU15,35118.24,36489.69,429,12,305696.5,29,Yes,0.42
2026-01-03,D038,SKU13,51898.61,53958.16,664,19,197429.21,28,No,0.43
2026-01-03,D039,SKU25,50092.49,47101.03,385,17,212846.72,32,No,0.34
2026-01-03,D039,SKU10,66831.39,67489.11,202,19,247266.83,30,Yes,0.47
2026-01-03,D039,SKU63,39532.84,40487.65,586,21,143472.17,24,No,0.31
2026-01-03,D040,SKU12,43696.89,40659.53,668,17,264509.19,26,No,0.49
2026-01-03,D041,SKU19,33301.88,29169.98,629,21,270897.61,31,Yes,0.42
2026-01-03,D042,SKU44,32183.68,29018.67,736,17,216815.48,32,Yes,0.48
2026-01-03,D043,SKU64,39121.09,35163.13,379,15,247500.36,23,Yes,0.46
2026-01-03,D043,SKU29,26857.14,26079.89,335,25,315926.71,32,Yes,0.35
2026-01-03,D043,SKU27,48126.06,44242.56,551,15,231123.46,24,Yes,0.54
2026-01-03,D044,SKU01,42172.59,42301.38,498,24,293096.29,23,Yes,0.36
2026-01-03,D044,SKU55,54975.49,57500.93,665,14,199233.79,26,Yes,0.31
2026-01-03,D045,SKU09,69212.19,68167.78,388,14,149748.07,24,Yes,0.53
2026-01-03,D046,SKU40,58859.08,58666.92,707,13,273857.22,26,Yes,0.45
2026-01-03,D046,SKU63,50064.14,47848.49,556,12,191824.87,31,Yes,0.37
2026-01-03,D047,SKU08,48630.6,43101.25,536,17,270250.74,27,Yes,0.37
2026-01-03,D047,SKU11,63288.9,58001.36,208,14,310512.82,22,No,0.4
2026-01-03,D048,SKU03,60169.47,52115.35,690,16,279745.45,23,No,0.53
2026-01-03,D049,SKU50,35579.36,31449.84,464,24,246891.04,27,Yes,0.55
2026-01-03,D049,SKU30,39057.05,37292.02,711,24,389856.94,28,No,0.47
2026-01-03,D050,SKU29,30399.6,31055.27,288,20,260476.52,31,Yes,0.51
2026-01-03,D051,SKU08,66642.39,66097.08,323,22,248036.31,24,Yes,0.4
2026-01-03,D051,SKU46,48245.99,46430.28,227,25,323349.02,28,Yes,0.34
2026-01-03,D051,SKU23,54154.39,54248.65,604,23,320468.8,28,No,0.43
2026-01-03,D052,SKU52,56738.36,58550.92,375,25,326417.52,24,Yes,0.31
2026-01-03,D053,SKU45,31005.75,27142.71,440,22,198041.83,32,No,0.48
2026-01-03,D053,SKU11,48005.5,47010.28,627,16,216462.67,26,Yes,0.4
2026-01-03,D053,SKU26,45919.52,44182.42,600,15,107712.86,32,No,0.55
2026-01-03,D054,SKU07,61182.31,58330.02,590,17,256609.93,27,Yes,0.52
2026-01-03,D054,SKU49,70559.64,72719.23,551,21,258175.88,27,No,0.42
2026-01-03,D055,SKU42,54364.68,49831.05,434,23,432546.18,27,Yes,0.42
2026-01-03,D055,SKU63,49249.96,47998.15,719,19,409419.94,29,Yes,0.43
2026-01-03,D056,SKU15,80087.21,74466.86,519,24,213111.47,25,Yes,0.35
2026-01-03,D056,SKU56,73549.27,67732.18,344,19,134443.12,28,Yes,0.37
2026-01-03,D056,SKU37,80749.89,69404.67,413,21,175717.45,31,No,0.46
2026-01-03,D057,SKU66,65260.03,62303.0,596,12,238728.43,22,Yes,0.52
2026-01-03,D057,SKU34,69019.35,68869.9,491,18,286230.6,31,Yes,0.48
2026-01-03,D057,SKU29,61532.37,60102.55,341,18,206320.99,31,No,0.31
2026-01-03,D058,SKU47,48621.22,43305.67,380,14,127658.65,22,Yes,0.51
2026-01-03,D058,SKU64,38899.53,40697.37,543,17,159225.54,32,No,0.43
2026-01-03,D058,SKU57,56337.85,55770.79,304,19,194531.01,31,No,0.34
2026-01-03,D059,SKU21,49442.57,43184.25,655,12,159665.14,23,Yes,0.55
2026-01-03,D059,SKU04,54953.2,46749.41,329,14,136806.14,22,No,0.41
2026-01-03,D059,SKU15,38390.24,35835.3,765,25,259159.59,25,Yes,0.54
2026-01-03,D060,SKU12,54073.12,46668.89,222,19,283711.78,28,Yes,0.41
2026-01-03,D060,SKU03,80788.34,81988.6,348,13,271928.27,28,No,0.48
2026-01-03,D060,SKU28,51166.24,53112.52,261,20,213766.66,32,No,0.45
2026-01-03,D061,SKU17,47240.85,40331.02,387,21,210411.99,32,Yes,0.41
2026-01-03,D062,SKU01,41982.86,36787.6,337,21,462495.94,28,Yes,0.47
2026-01-03,D063,SKU37,54424.61,51308.86,361,13,504637.45,22,Yes,0.35
2026-01-03,D063,SKU50,60631.11,59843.92,424,12,351249.9,29,No,0.37
2026-01-03,D063,SKU47,46815.83,40827.79,391,18,493695.88,22,Yes,0.42
2026-01-03,D064,SKU05,39624.26,35818.64,343,14,160337.24,30,Yes,0.47
2026-01-03,D064,SKU26,44776.4,42900.18,681,19,326563.2,26,No,0.51
2026-01-03,D064,SKU53,49699.13,44619.68,277,17,339449.45,26,Yes,0.31
2026-01-03,D065,SKU17,55565.53,50438.68,765,23,159632.56,30,Yes,0.32
2026-01-03,D065,SKU02,47206.94,44441.25,649,24,187242.65,24,Yes,0.5
2026-01-03,D066,SKU40,35064.15,31471.16,281,18,192511.39,25,No,0.37
2026-01-03,D067,SKU63,34923.54,30708.19,728,25,448991.36,22,Yes,0.42
2026-01-03,D067,SKU33,26258.21,22856.72,393,18,365114.58,31,Yes,0.31
2026-01-03,D067,SKU32,34760.74,33601.79,522,16,312044.98,28,Yes,0.33
2026-01-03,D068,SKU70,41576.68,43394.39,689,21,338580.2,27,No,0.41
2026-01-03,D068,SKU59,44470.64,40707.92,508,19,403306.71,28,No,0.52
2026-01-03,D069,SKU30,31720.78,29246.43,599,25,249641.27,22,Yes,0.55
2026-01-03,D069,SKU61,36820.88,34294.34,450,19,149770.72,24,Yes,0.49
2026-01-03,D069,SKU43,36689.04,35520.48,464,25,178221.0,27,No,0.38
2026-01-03,D070,SKU46,54363.6,54755.51,401,19,495540.59,30,Yes,0.53
2026-01-03,D070,SKU29,56480.53,50433.17,440,19,448785.18,29,Yes,0.4
2026-01-03,D071,SKU44,33933.78,35420.36,488,12,206328.98,29,No,0.44
2026-01-03,D071,SKU22,30695.68,28723.1,534,18,207848.11,27,Yes,0.49
2026-01-03,D071,SKU16,35218.95,35632.81,675,24,306705.15,22,Yes,0.34
2026-01-03,D072,SKU20,49216.11,49202.88,337,21,161334.59,30,Yes,0.53
2026-01-03,D073,SKU58,40054.63,42019.75,329,20,339485.64,26,No,0.37
2026-01-03,D073,SKU12,46361.25,43419.37,790,12,239061.28,31,No,0.5
2026-01-03,D074,SKU09,46551.25,47919.45,585,22,321989.3,23,Yes,0.36
2026-01-03,D075,SKU48,20096.36,19626.69,429,13,360596.91,29,No,0.44
2026-01-03,D075,SKU45,25420.24,25103.32,540,15,224979.38,29,No,0.43
2026-01-03,D076,SKU24,38454.33,39506.15,632,12,334220.91,27,Yes,0.4
2026-01-03,D076,SKU44,43657.38,38836.98,589,20,203392.03,30,No,0.31
2026-01-03,D076,SKU28,26344.37,26864.61,401,13,317769.76,32,Yes,0.5
2026-01-03,D077,SKU09,48069.6,46152.34,684,25,383108.5,31,Yes,0.41
2026-01-03,D077,SKU27,67590.11,68195.12,278,14,422820.32,29,Yes,0.31
2026-01-03,D078,SKU57,44526.65,37922.18,322,14,429133.49,26,No,0.32
2026-01-03,D079,SKU31,44368.77,42619.08,532,15,423666.77,27,Yes,0.37
2026-01-03,D079,SKU61,63092.06,60797.32,504,13,304366.68,28,Yes,0.48
2026-01-03,D079,SKU06,42616.13,39288.89,255,21,396769.06,31,No,0.38
2026-01-03,D080,SKU02,65204.61,61673.97,870,22,206413.88,26,Yes,0.4
2026-01-03,D080,SKU16,57180.87,50028.35,708,19,141524.14,22,Yes,0.41
2026-01-03,D080,SKU01,38204.63,36528.43,326,19,108297.11,22,Yes,0.54
2026-01-03,D081,SKU42,46115.25,42318.27,626,19,186536.05,23,Yes,0.43
2026-01-03,D081,SKU64,33578.01,29181.04,230,19,231684.65,29,Yes,0.52
2026-01-03,D081,SKU11,31520.89,29463.59,249,19,363699.0,26,No,0.39
2026-01-03,D082,SKU10,35702.79,31424.15,442,18,351028.56,30,Yes,0.36
2026-01-03,D083,SKU58,46972.33,46715.76,630,21,293164.63,28,Yes,0.51
2026-01-03,D083,SKU16,44605.9,45677.96,336,22,302640.99,26,Yes,0.45
2026-01-03,D083,SKU60,55415.31,47966.72,248,17,421464.25,23,No,0.33
2026-01-03,D084,SKU03,41798.67,38945.84,198,12,233446.47,32,Yes,0.3
2026-01-03,D084,SKU55,28316.56,25971.33,314,19,203690.95,30,Yes,0.33
2026-01-03,D084,SKU48,44783.57,43937.38,228,23,386862.95,24,No,0.43
2026-01-03,D085,SKU07,37531.72,36871.81,346,17,383433.18,32,Yes,0.33
2026-01-03,D086,SKU05,34691.87,29948.12,369,22,399566.07,32,Yes,0.37
2026-01-03,D086,SKU35,65620.73,63905.26,403,12,366702.87,23,No,0.48
2026-01-03,D087,SKU36,66618.42,60331.14,377,21,389768.56,29,Yes,0.33
2026-01-03,D087,SKU15,82151.1,74331.3,737,16,400776.42,32,Yes,0.5
2026-01-03,D087,SKU39,58527.58,59574.87,525,22,420263.65,25,Yes,0.48
2026-01-03,D088,SKU08,38063.6,32909.28,504,21,371069.4,29,Yes,0.53
2026-01-03,D088,SKU46,46000.87,42858.84,436,25,383861.97,24,Yes,0.54
2026-01-03,D089,SKU36,36746.97,36171.23,453,22,147491.59,32,No,0.51
2026-01-03,D089,SKU06,57217.96,57325.48,487,13,116203.72,28,Yes,0.43
